id,source_paper,question_text,options,subject,chapter,difficulty,type
JEE_Main_2022_26_Jun_Shift_2_16,JEE_Main_2022_26_Jun_Shift_2.pdf,The positive feedback is required by an amplifier to act as an oscillator. The feedback here means,"['(a) External input is necessary to sustain ac signal in output.', '(b) A portion of the output power is returned back to the input.', '(c) Feedback can be achieved by LR network.', '(d) The base-collector junction must be forward biased.']",,,,
JEE_Main_2022_26_Jun_Shift_2_17,JEE_Main_2022_26_Jun_Shift_2.pdf,A sinusoidal wave y(t) = 40 sin(10 x 10⁶πt) is amplitude modulated by another sinusoidal wave x(t) = 20sin(1000πt). The amplitude of minimum frequency component of modulated signal is,"['(a) 0.5', '(b) 0.25', '(c) 20', '(d) 10']",,,,
JEE_Main_2022_26_Jun_Shift_2_18,JEE_Main_2022_26_Jun_Shift_2.pdf,"A ball is projected vertically upward with an initial velocity of 50 ms⁻¹ at t = 0s. At t = 2s, another ball is projected vertically upward with same velocity. At t =  s, second ball will meet the first ball (g=10ms⁻²).  Q22.A system to 10 balls each of mass 2 kg are connected via massless and unstretchable string. The system is allowed to slip over the edge of a smooth table as shown in figure. Tension on the string between the 7th and 8th ball is N when 6th ball just leaves the table.  Q23. A batsman hits back a ball of mass 0.4 kg straight in the direction of the bowler without changing its initial speed of 15 ms⁻¹. The impulse imparted to the ball is Ns.  Q24.A geyser heats water flowing at a rate of 2.0 kg per minute from 30°C to 70°C. If geyser operates on a gas burner, the rate of combustion of fuel will be g min⁻¹. [Heat of combustion = 8 x 10³ Jg⁻¹, Specific heat of water = 4.2 Jg⁻¹°C⁻¹]  Q25.A heat engine operates with the cold reservoir at temperature 324 K. The minimum temperature of the hot reservoir, if the heat engine takes 300 J heat from the hot reservoir and delivers 180 J heat to the cold reservoir per cycle, is K.  Q26.A set of 20 tuning forks is arranged in a series of increasing frequencies. If each fork gives 4 beats with respect to the preceding fork and the frequency of the last fork is twice the frequency of the first, then the frequency of last fork is Hz.  Q27.Two 10 cm long, straight wires, each carrying a current of 5 A are kept parallel to each other. If each wire experienced a force of 10⁻⁵ N, then separation between the wires is cm.  Q28. A small bulb is placed at the bottom of a tank containing water to a depth of x m. The refractive index of water is 4/3. The area of the surface of water through which light from the bulb can emerge out is 2πx² m². The value of x is .  Q29. The stopping potential for photoelectrons emitted from a surface illuminated by light of wavelength 6630 Å is 0.42 V. If the threshold frequency is z x 10¹⁴ s⁻¹, where z is (nearest integer): (Given, speed light = 3 x 10⁸ ms⁻¹, Planck's constant = 6.63 x 10⁻³⁴ Js)  Q30.A travelling microscope is used to determine the refractive index of a glass slab. If 40 divisions are there in 1 cm on main scale and 50 Vernier scale divisions are equal to 49 main scale divisions, then least count of the travelling microscope is x 10⁻⁶ m.  Q31.The number of radial and angular nodes in 4d orbital are, respectively","['(a) 1 & 2', '(b) 3 & 2', '(c) 1 & 0', '(d) 2 & 1']",,,,
JEE_Main_2022_26_Jun_Shift_2_19,JEE_Main_2022_26_Jun_Shift_2.pdf,Which of the following is a metalloid?,"['(a) Sc', '(b) Pb', '(c) Bi', '(d) Te']",,,,
JEE_Main_2022_26_Jun_Shift_2_20,JEE_Main_2022_26_Jun_Shift_2.pdf,Which one of the following is an example of disproportionation reaction?,"['(a) 3MnO₄²⁻ + 4H⁺ → 2MnO₄⁻ + MnO₂ + 2H₂O', '(b) MnO₂ + 4H⁺ + 4e⁻ → Mn²⁺ + 2H₂O', '(c) I⁻ + 2MnO₄⁻ + 16H⁺ → 2Mn²⁺ + 8H₂O + I₂', '(d) MnO₄⁻ + 3H₂O₂ + H₂O → 8MnO₂ + 6SO₄²⁻ + 20H⁻']",,,,
JEE_Main_2022_26_Jun_Shift_2_21,JEE_Main_2022_26_Jun_Shift_2.pdf,Boiling of hard water is helpful in removing the temporary hardness by converting calcium hydrogen carbonate and magnesium hydrogen carbonate to,"['(a) CaCO₃ and Mg(OH)₂', '(b) CaCO₃ and MgCO₃', '(c) Ca(OH)₂ and MgCO₃', '(d) Ca(OH)₂ and Mg(OH)₂']",,,,
JEE_Main_2022_26_Jun_Shift_2_22,JEE_Main_2022_26_Jun_Shift_2.pdf,The correct order of nucleophilicity is,"['(a) F⁻ > OH⁻', '(b) H₂O > OH⁻', '(c) ROH > RO⁻', '(d) NH₂⁻ > NH₃']",,,,
JEE_Main_2022_26_Jun_Shift_2_23,JEE_Main_2022_26_Jun_Shift_2.pdf,(a),"['(b)', '(c)', '(d)']",,,,
JEE_Main_2022_26_Jun_Shift_2_24,JEE_Main_2022_26_Jun_Shift_2.pdf,Halogenation of which one of the following will yield m-substituted product with respect to methyl group as a major product?,"['(a)', '(b)', '(c)', '(d)']",,,,
JEE_Main_2022_26_Jun_Shift_2_25,JEE_Main_2022_26_Jun_Shift_2.pdf,"The measured BOD values for four different water samples (A — D) are as follows: A = 3 ppm; B = 18 ppm; C = 21 ppm; D = 4 ppm. The water samples which can be called as highly polluted with organic wastes, are","['(a) A & B', '(b) A & D', '(c) B & C', '(d) B & D']",,,,
JEE_Main_2022_26_Jun_Shift_2_26,JEE_Main_2022_26_Jun_Shift_2.pdf,The role of depressants in 'Froth Floation method' is to,"['(a) selectively prevent one component of the ore from coming to the froth.', '(b) reduce the consumption of oil for froth formation.', '(c) stabilize the froth.', '(d) enhance non-wettability of the mineral particles.']",,,,
JEE_Main_2022_26_Jun_Shift_2_27,JEE_Main_2022_26_Jun_Shift_2.pdf,Toluene can be easily converted into benzaldehyde by which of the following reagents?,"['(a) CrO₃/acetic acid, H₃O⁺', '(b) CrO₃/acetic anhydride, H₃O⁺', '(c) KMnO₄/ HCl, H₃O⁺', '(d) CO, HCl, Anhyd. AlCl₃']",,,,
JEE_Main_2022_26_Jun_Shift_2_28,JEE_Main_2022_26_Jun_Shift_2.pdf,The final product 'A' in the following reaction sequence,"['(a)', '(b)', '(c)', '(d)']",,,,
JEE_Main_2022_26_Jun_Shift_2_29,JEE_Main_2022_26_Jun_Shift_2.pdf,"The reagent, from the following, which converts benzoic acid to benzaldehyde in one step is","['(a) LiAlH₄', '(b) KMnO₄', '(c) CrO₃', '(d) NaBH₄']",,,,
JEE_Main_2022_26_Jun_Shift_2_30,JEE_Main_2022_26_Jun_Shift_2.pdf,Which statement is NOT correct for p-toluenesulphonyl chloride?,"[""(a) It is hinsberg's reagent"", '(b) It is used to distinguish primary and secondary amines.', '(c) On treatment with secondary amine, it leads to a product, that is soluble in alkali.', '(d) It does not react with tertiary amine.']",,,,
JEE_Main_2022_26_Jun_Shift_2_31,JEE_Main_2022_26_Jun_Shift_2.pdf,(a),"['(b)', '(c)', '(d)']",,,,
JEE_Main_2022_26_Jun_Shift_2_32,JEE_Main_2022_26_Jun_Shift_2.pdf,Match List I with List II. List-I List-II Enzyme Conversion of A. Invertase I. Starch into maltose B. Zymase II. Maltose into glucose C. Diastase III. Glucose into ethanol D. Maltase IV. Cane sugar into glucose and fructose,"['(a) A-III,B-IV,C-I,D-II', '(b) A-II,B-III,C-I,D-IV', '(c) A-IV,B-III,C-I,D-II', '(d) A-IV,B-III,C-I,D-II']",,,,
JEE_Main_2022_26_Jun_Shift_2_33,JEE_Main_2022_26_Jun_Shift_2.pdf,Which of the following is NOT an example of synthetic detergent?,"['(a)', '(b)', '(c)', '(d)']",,,,
JEE_Main_2022_26_Jun_Shift_2_34,JEE_Main_2022_26_Jun_Shift_2.pdf,"Which one of the following is a water soluble vitamin, that is not excreted easily?","['(a) Vitamin B₆', '(b) Vitamin B₁', '(c) Vitamin B₂', '(d) Vitamin B₁₂']",,,,
JEE_Main_2022_26_Jun_Shift_2_35,JEE_Main_2022_26_Jun_Shift_2.pdf,"CNG is an important transportation fuel. When 100 g CNG is mixed with 208 g oxygen in vehicles, it leads to the formation of CO₂ and H₂O and produces large quantity of heat during this combustion, then the amount of carbon dioxide, produced in grams is [nearest integer] [Assume CNG to be methane]  Q52.The moles of methane required to produce 81 g of water after complete combustion is x 10⁻¹ mol. [nearest integer]  Q53. Amongst SF₄, XeF₄, CF₄ and H₂O, the number of species with two lone pairs of electrons is  Q54. A fish swimming in water body when taken out from the water body is covered with a film of water of weight 36 g. When it is subjected to cooking at 100 °C, then the internal energy for vaporization in kJ mol⁻¹ is [nearest integer] [Assume steam to be an ideal gas. Given ΔvapH° for water at 373 K and 1 bar is 41.1 kJ mol⁻¹; R = 8.31 J K⁻¹ mol⁻¹]  Q55.40% of HI undergoes decomposition to H₂ and I₂ at 300 K. ΔG° for this decomposition reaction at one atmosphere pressure is  J mol⁻¹ [nearest integer] (Use R = 8.31 J K⁻¹ mol⁻¹; log 2 = 0.3010, ln 10 = 2.3, log 3 = 0.477)  Q56.In a solid AB, A atoms are in ccp arrangement and B atoms occupy all the octahedral sites. If two atoms from the opposite faces are removed, then the resultant stoichiometry of the compound is AₓBᵧ. The value of x is [nearest integer]  Q57. The osmotic pressure exerted by a solution prepared by dissolving 2.0 g of protein of molar mass 60 kg mol⁻¹ in 200 mL of water at 27 °C is Pa. [integer value] (use R = 0.083 L bar mol⁻¹ K⁻¹)  Q58. Cu(s) + Sn²⁺(0.001 M) → Cu²⁺(0.01 M) + Sn(s) The Gibbs free energy change for the above reaction at 298 K is x x 10⁻¹ kJ mol⁻¹. The value of x is [nearest integer] [Given : E°Cu²⁺/Cu = 0.34 V; E°Sn²⁺/Sn = −0.14 V; F = 96500 C mol⁻¹]  Q59. Catalyst A reduces the activation energy for a reaction by 10 kJ mol⁻¹ at 300 K. The ratio of rate constants, k₂/k₁ is eˣ. The value of x is [nearest integer] [Assume that the pre-exponential factor is same in both the cases. Given R = 8.31 J K⁻¹ mol⁻¹]  Q60. Reaction of [Co(H₂O)₆]³⁺ with excess ammonia and in the presence of oxygen results into a diamagnetic product. Number of electrons present in t₂g orbitals of the product is  Q61.","['(a)', '(b)', '(c)', '(d)']",,,,
JEE_Main_2022_26_Jun_Shift_2_36,JEE_Main_2022_26_Jun_Shift_2.pdf,16 sin(20°) sin(40°) sin(80°) is equal to,"['(a) √3', '(b) 2√3', '(c) 3', '(d) 4√3']",,,,
JEE_Main_2022_26_Jun_Shift_2_37,JEE_Main_2022_26_Jun_Shift_2.pdf,"The locus of the mid-point of the line segment joining the point (4, 3) and the points on the ellipse x² + 2y² = 4 is an ellipse with eccentricity","['(a) √3/2', '(b) 1/√5', '(c) 1/√2', '(d) 1/2']",,,,
JEE_Main_2022_26_Jun_Shift_2_38,JEE_Main_2022_26_Jun_Shift_2.pdf,"The normal to the hyperbola x²/4 - y²/12 = 1 at the point (8, 3√3) on it passes through the point","['(a) (15, -2√3)', '(b) (9, 2√3)', '(c) (-1, 9√3)', '(d) (-1, 6√3)']",,,,
JEE_Main_2022_26_Jun_Shift_2_39,JEE_Main_2022_26_Jun_Shift_2.pdf,lim (x→0) cos(sin x) - cos x/x² is equal to,"['(a) ½', '(b) ⅓', '(c) ¼', '(d) ⅕']",,,,
JEE_Main_2022_26_Jun_Shift_2_40,JEE_Main_2022_26_Jun_Shift_2.pdf,"Let the mean of 50 observations is 15 and the standard deviation is 2. However, one observation was wrongly recorded. The sum of the correct and incorrect observations is 70. If the mean of the correct set of observations is 16, then the variance of the correct set is equal to","['(a) 10', '(b) 36', '(c) 43', '(d) 60']",,,,
JEE_Main_2022_26_Jun_Shift_2_41,JEE_Main_2022_26_Jun_Shift_2.pdf,"If the system of equations ax + y + 2z = 5, x + 2y + 3z = 4, x + 3y + 5z = 8. Has infinitely many solutions, then the ordered pair (a, β) is equal to","['(a) (1, -3)', '(b) (-1, 3)', '(c) (1, 3)', '(d) (1, -3)']",,,,
JEE_Main_2022_26_Jun_Shift_2_42,JEE_Main_2022_26_Jun_Shift_2.pdf,"Consider a cuboid of sides 2x, 4x and 5x and a closed hemisphere of radius r. If the sum of their surface areas is constant k, then the ratio x : r, for which the sum of their volumes is maximum, is","['(a) 2 : 5', '(b) 19 : 45', '(c) 3 : 8', '(d) 19 : 15']",,,,
JEE_Main_2022_26_Jun_Shift_2_43,JEE_Main_2022_26_Jun_Shift_2.pdf,The area of the region bounded by y² = 8x and y² = 16(3 - x) is equal to,"['(a) 8π', '(b) 16π', '(c) 16', '(d) 8']",,,,
JEE_Main_2022_26_Jun_Shift_2_44,JEE_Main_2022_26_Jun_Shift_2.pdf,"If y = y(x) is the solution of the differential equation x dy/dx + 2y = xeˣ, y(1) = 0 then the local maximum value of the function z(x) = x²y(x) - eˣ, x ∈ R is","['(a) 1 - e', '(b) 0', '(c) 1', '(d) 1 - e']",,,,
JEE_Main_2022_26_Jun_Shift_2_45,JEE_Main_2022_26_Jun_Shift_2.pdf,(a),"['(b)', '(c)', '(d)']",,,,
JEE_Main_2022_26_Jun_Shift_2_46,JEE_Main_2022_26_Jun_Shift_2.pdf,"If the plane 2x + y - 5z = 0 is rotated about its line of intersection with the plane 3x - y + 4z - 7 = 0 by an angle of π/2, then the plane after the rotation passes through the point","['(a) (2, -2, 0)', '(b) (2, 2, 0)', '(c) (1, 0, 2)', '(d) (-1, 0, -2)']",,,,
JEE_Main_2022_26_Jun_Shift_2_47,JEE_Main_2022_26_Jun_Shift_2.pdf,"If the lines r = (i - j + k) + λ(3j - k) and r = (ai - j) + μ(2i - 3j) are co-planar, then the distance of the plane containing these two lines from the point (a, 0, 0) is","['(a) 2', '(b) √2', '(c) a/√2', '(d) 2/√2']",,,,
JEE_Main_2022_26_Jun_Shift_2_48,JEE_Main_2022_26_Jun_Shift_2.pdf,"If p and q are real numbers such that p + q = 3, p³ + q³ = 369, then the value of (p⁴ + q⁴) is equal to  Q82. If z² + z + 1 = 0, z ∈ C, then |Σ₀¹² (zⁿ + (-1)ⁿ z⁴ⁿ)| is equal to .  Q83. The total number of 3-digit numbers, whose greatest common divisor with 36 is 2, is .  Q84. If a₁(> 0), a₂, a₃, a₄, a₅ are in a G.P., a₂ + a₄ = 2a₃ + 1 and 3a₂ + a₃ = 2a₄, then a₂ + a₄ + 2a₅ is equal to .  Q85. If (ⁿC₁) + (ⁿC₃) + (ⁿC₅) + ... + (ⁿCₙ) = k x 2ⁿ⁻¹, where m & n are co-prime, then m + n is equal to .  Q86. Let a line L₁ be tangent to the hyperbola x² - y² = 1 and let L₂ be the line passing through the origin and perpendicular to L₁. If the locus of the point of intersection of L₁ and L₂ is (x² + y²)² = αx² + βy², then α + β is equal to .  Q87.","['(a)', '(b)', '(c)', '(d)']",,,,
JEE_Main_2022_27_Jul_Shift_2_1,JEE_Main_2022_27_Jul_Shift_2.pdf,"An expression of energy density is given by u = ssin($), where a, # are constants, x is displacement, k is Boltzmann constant and ¢ is the temperature. The dimensions of @ will be","['(a) [ML²T⁻²θ⁻⁴]', '(b) [M⁰L²T⁻²]', '(c) [M⁰L⁰T⁰]', '(d) [M⁰L²T⁰]']",,,,
JEE_Main_2022_27_Jul_Shift_2_2,JEE_Main_2022_27_Jul_Shift_2.pdf,The velocity of the bullet becomes one third after it penetrates 4 cm in a wooden block. Assuming that bullet is facing a constant resistance during its motion in the block. The bullet stops completely after travelling at (4 + a²) cm inside the block. The value of z is,"['(a) 2.0', '(b) 1.0', '(c) 0.5', '(d) 1.5']",,,,
JEE_Main_2022_27_Jul_Shift_2_3,JEE_Main_2022_27_Jul_Shift_2.pdf,"A body of mass 10 kg is projected at an angle of 45° with the horizontal. The trajectory of the body is observed to pass through a point (20, 10). If T is the time of flight, then its momentum vector, at time t = T/2 is, [Take g=10ms⁻²]","['(a) 100√2i + (100√2 - 200)j Ns', '(b) 100√2i + (100 - 200√3)j Ns', '(c) 100i + (100 - 200√2)j Ns', '(d) 100√2i + (100√2 - 200)j Ns']",,,,
JEE_Main_2022_27_Jul_Shift_2_4,JEE_Main_2022_27_Jul_Shift_2.pdf,A block of mass M slides down on a rough inclined plane with constant velocity. The angle made by the incline plane with horizontal is θ. The magnitude of the contact force will be :,"['(a) Mg', '(b) Mgcosθ', '(c) √Mgsinθ + Mgcosθ', '(d) Mgsinθ√1+μ²']",,,,
JEE_Main_2022_27_Jul_Shift_2_5,JEE_Main_2022_27_Jul_Shift_2.pdf,"A block A takes 2 s to slide down a frictionless incline of 30° and length l, kept inside a lift going up with uniform velocity v. If the incline is changed to 45°, the time taken by the block, to slide down the incline, will be approximately:","['(a) 2.66 s', '(b) 0.83 s', '(c) 1.68 s', '(d) 0.70 s']",,,,
JEE_Main_2022_27_Jul_Shift_2_6,JEE_Main_2022_27_Jul_Shift_2.pdf,"A body of mass m is projected with velocity Avₑ in vertically upward direction from the surface of the earth into space. It is given that vₑ is escape velocity and A < 1. If air resistance is considered to the negligible, then the maximum height from the centre of earth, to which the body can go, will be (R: radius of earth)","['(a) R/(1-A²)', '(b) R/(1+A²)', '(c) A²R', '(d) R/A²']",,,,
JEE_Main_2022_27_Jul_Shift_2_7,JEE_Main_2022_27_Jul_Shift_2.pdf,"A steel wire of length 3.2 m(Ys =2.0x10¹¹N m⁻²) and a copper wire of length 4.4m (Yc =1.1x10¹¹N m⁻²) , both of radius 1.4 mm are connected end to end. When stretched by a load, the net elongation is found to be 1.4 mm. The load applied, in Newton, will be: (Given π = 22/7)","['(a) 360', '(b) 180', '(c) 1080', '(d) 154']",,,,
JEE_Main_2022_27_Jul_Shift_2_8,JEE_Main_2022_27_Jul_Shift_2.pdf,"In 1st case, Carnot engine operates between temperatures 300 K and 100 K. In 2nd case, as shown in the figure, a combination of two engines is used. The efficiency of this combination (in 2nd case) will be :","['(a) same as the 1st case', '(b) always greater than the 1st case', '(c) always less than the 1st case', '(d) may increase or decrease with respect to the 1st case']",,,,
JEE_Main_2022_27_Jul_Shift_2_9,JEE_Main_2022_27_Jul_Shift_2.pdf,Which statements are correct about degrees of freedom? A. A molecule with n degrees of freedom has n² different ways of storing energy. B. Each degree of freedom is associated with RT average energy per mole. C. A monoatomic gas molecule has 1 rotational degree of freedom where as diatomic molecule has 2 rotational degrees of freedom D. CH₄ has a total to 6 degrees of freedom. Choose the correct answer from the option given below:,"['(a) B and C only', '(b) B and D only', '(c) A and B only', '(d) C and D only']",,,,
JEE_Main_2022_27_Jul_Shift_2_10,JEE_Main_2022_27_Jul_Shift_2.pdf,"A charge of 4μC is to be divided into two. The distance between the two divided charges is constant. The magnitude of the divided charges so that the force between them is maximum, will be:","['(a) 1μC and 3μC', '(b) 2μC and 2μC', '(c) 0 and 4μC', '(d) 1.5μC and 2.5μC']",,,,
JEE_Main_2022_27_Jul_Shift_2_11,JEE_Main_2022_27_Jul_Shift_2.pdf,A. The drift velocity of electrons decreases with the increase in the temperature of conductor. B. The drift velocity is inversely proportional to the area of cross-section of given conductor. C. The drift velocity does not depend on the applied potential difference to the conductor. D. The drift velocity of electron is inversely proportional to the length of the conductor. E. The drift velocity increases with the increase in the temperature of conductor. Choose the correct answer from the options given below:,"['(a) A and B only', '(b) A and D only', '(c) B and E only', '(d) B and C only']",,,,
JEE_Main_2022_27_Jul_Shift_2_12,JEE_Main_2022_27_Jul_Shift_2.pdf,A compass needle of oscillation magnetometer oscillates 20 times per minute at a place P of dip 30°. The number of oscillations per minute become 10 at another place Q of 60° dip. The ratio of the total magnetic field at the two places (BQ : BP) is:,"['(a) √3:4', '(b) 4:√3', '(c) √3:2', '(d) 2:√3']",,,,
JEE_Main_2022_27_Jul_Shift_2_13,JEE_Main_2022_27_Jul_Shift_2.pdf,"A cyclotron is used to accelerate protons. If the operating magnetic field is 1.0 T and the radius of the cyclotron ‘dees’ is 60 cm, the kinetic energy of the accelerated protons in MeV will be: [use mp = 1.6 x 10⁻²⁷ kg, e= 1.6 x 10⁻¹⁹ C]","['(a) 12', '(b) 18', '(c) 16', '(d) 32']",,,,
JEE_Main_2022_27_Jul_Shift_2_14,JEE_Main_2022_27_Jul_Shift_2.pdf,"A series LCR circuit has L = 0.01 H, R = 10 Ω and C = 1 μF and it is connected to ac voltage of amplitude (Vin) 50 V. At frequency 60% lower than resonant frequency, the amplitude of current will be approximately","['(a) 466 mA', '(b) 312 mA', '(c) 238 mA', '(d) 196 mA']",,,,
JEE_Main_2022_27_Jul_Shift_2_15,JEE_Main_2022_27_Jul_Shift_2.pdf,"Identify the correct statements from the following descriptions of various properties of electromagnetic waves. A. In a plane electromagnetic wave electric field and magnetic field must be perpendicular to each other and direction of propagation of wave should be along electric field or magnetic field. B. The energy in electromagnetic wave is divided equally between electric and magnetic fields. C. Both electric field and magnetic field are parallel to each other and perpendicular to the direction of propagation of wave. D. The electric field, magnetic field and direction of propagation of wave must be perpendicular to each other. E. The ratio of amplitude of magnetic field to the amplitude of electric field is equal to speed of light. Choose the most appropriate answer from the options given below:","['(a) D only', '(b) B and D only', '(c) B, C and E only', '(d) A, B and E only']",,,,
JEE_Main_2022_27_Jul_Shift_2_16,JEE_Main_2022_27_Jul_Shift_2.pdf,"Two coherent sources of light interfere. The intensity ratio of two sources is 1 : 4. For this interference pattern if the value of Imax/Imin is equal to 225/1, then β will be","['(a) 1.5', '(b) 2', '(c) 0.5', '(d) 1']",,,,
JEE_Main_2022_27_Jul_Shift_2_17,JEE_Main_2022_27_Jul_Shift_2.pdf,"With reference to the observations in photo-electric effect, identify the correct statements from below: A. The square of maximum velocity of photoelectrons varies linearly with frequency of incident light. B. The value of saturation current increases on moving the source of light away from the metal surface. C. The maximum kinetic energy of photo-electrons decreases on decreasing the power of LED (light emitting diode) source of light. D. The immediate emission of photo-electrons out of metal surface can not be explained by particle nature of light/electromagnetic waves. E. Existence of threshold wavelength can not be explained by wave nature of light/electromagnetic waves. Choose the correct answer from the options given below:","['(a) A and B only', '(b) A and E only', '(c) C and E only', '(d) D and E only']",,,,
JEE_Main_2022_27_Jul_Shift_2_18,JEE_Main_2022_27_Jul_Shift_2.pdf,The activity of a radioactive material is 6.4 x 10⁻⁴ curie. Its half life is 5 days. The activity will become 5 x 10⁻⁵ curie after,"['(a) 7 days', '(b) 15 days', '(c) 25 days', '(d) 35 days']",,,,
JEE_Main_2022_27_Jul_Shift_2_19,JEE_Main_2022_27_Jul_Shift_2.pdf,"For a constant collector-emitter voltage of 8 V, the collector current of a transistor reached to the value of  6 mA from 4 mA, whereas base current changed from 20 μA to 25 μA value. If transistor is in active state,  small signal current gain (current amplification factor) will be","['(a) 240', '(b) 400', '(c) 0.0025', '(d) 200']",,,,
JEE_Main_2022_27_Jul_Shift_2_20,JEE_Main_2022_27_Jul_Shift_2.pdf,A square wave of the modulating signal is shown in the figure. The carrier wave is given by C(t) = 5 sin(8πt)  Volt. The modulation index is,"['(a) 0.2', '(b) 0.1', '(c) 0.3', '(d) 0.4']",,,,
JEE_Main_2022_27_Jul_Shift_2_21,JEE_Main_2022_27_Jul_Shift_2.pdf,"The correct decreasing order of energy, for the orbitals having, following set of quantum numbers: (A) n = 3, l=0, m=0 (B) n =4, l=0, m=0 (C) n =3, l=1, m=0 (D) n =3, l=2, m=1","['(a) (D) > (B) > (C) > (A)', '(b) (B) > (D) > (C) > (A)', '(c) (C) > (B) > (D) > (A)', '(d) (B) > (C) > (D) > (A)']",,,,
JEE_Main_2022_27_Jul_Shift_2_22,JEE_Main_2022_27_Jul_Shift_2.pdf,"Outermost electronic configurations of four elements A, B, C, D are given below: (A) 3s² (B) 3s²3p¹ (C) 3s²3p² (D) 3s²3p⁴ The correct order of first ionization enthalpy for them is","['(a) A<B<C<D', '(b) B<A<D<C', '(c) B<D<A<C', '(d) B<A<C<D']",,,,
JEE_Main_2022_27_Jul_Shift_2_23,JEE_Main_2022_27_Jul_Shift_2.pdf,"If α, β are the roots of the equation x² — (5 + 3√(5³ — 5√145³)) + 3(√5)³ — 5(log₂3)³ — 1) = 0 then the equation, whose roots are α + 4 and β + 4,","['(a) 3x² — 20x — 12 =0', '(b) 3x² — 10x -4=0', '(c) 3x² — 10x +2 =0', '(d) 3x² — 20x + 16 =0']",,,,
JEE_Main_2022_27_Jun_Shift_1_1,JEE_Main_2022_27_Jun_Shift_1.pdf,"A silver wire has a mass (0.6 + 0.006)g, radius (0.5 + 0.005) mm and length (4 + 0.04) cm. The maximum percentage error in the measurement of its density will be","['(a) 7%', '(b) 3%', '(c) 4%', '(d) 6%']",,,,
JEE_Main_2022_27_Jun_Shift_1_2,JEE_Main_2022_27_Jun_Shift_1.pdf,"A projectile is launched at an angle a with the horizontal with a velocity 20 m s⁻¹. After 10s, its inclination with horizontal is β. The value of tan β will be : (g =10m s⁻²).","['(a) tanα + 5secα', '(b) tanα — 5secα', '(c) 2tanα — 5secα', '(d) 2tanα + 5secα']",,,,
JEE_Main_2022_27_Jun_Shift_1_3,JEE_Main_2022_27_Jun_Shift_1.pdf,"A girl standing on road holds her umbrella at 45° with the vertical to keep the rain away. If she starts running without umbrella with a speed of 15/2 km h⁻¹, the rain drops hit her head vertically. The speed of rain drops with respect to the moving girl is","['(a) 30 km h⁻¹', '(b) 7 km h⁻¹', '(c) 7.5 km h⁻¹', '(d) 25 km h⁻¹']",,,,
JEE_Main_2022_27_Jun_Shift_1_4,JEE_Main_2022_27_Jun_Shift_1.pdf,A system of two blocks of masses m = 2 kg and M = 8 kg is placed on a smooth table as shown in figure. The coefficient of static friction between two blocks is 0.5. The maximum horizontal force F that can be applied to the block of mass M so that the blocks move together will be (g =9.8m s⁻²),"['(a) 9.8N', '(b) 39.2 N', '(c) 49N', '(d) 78.4N']",,,,
JEE_Main_2022_27_Jun_Shift_1_5,JEE_Main_2022_27_Jun_Shift_1.pdf,"Two blocks of masses 10 kg and 30 kg are placed on the same straight line with coordinates (0,0) cm and (x, 0) cm respectively. The block of 10 kg is moved on the same line through a distance of 6 cm towards the other block. The distance through which the block of 30 kg must be moved to keep the position of centre of mass of the system unchanged is","['(a) 4 cm towards the 10 kg block', '(b) 2 cm away from the 10 kg block', '(c) 2 cm towards the 10 kg block', '(d) 4 cm away from the 10 kg block']",,,,
JEE_Main_2022_27_Jun_Shift_1_6,JEE_Main_2022_27_Jun_Shift_1.pdf,What percentage of kinetic energy of a moving particle is transferred to a stationary particle when it strikes the stationary particle of 5 times its mass? (Assume the collision to be head-on elastic collision),"['(a) 50.0%', '(b) 66.6%', '(c) 55.6%', '(d) 33.3%']",,,,
JEE_Main_2022_27_Jun_Shift_1_7,JEE_Main_2022_27_Jun_Shift_1.pdf,"Statement I: The law of gravitation holds good for any pair of bodies in the universe. Statement II : The weight of any person becomes zero when the person is at the centre of the earth. In the light of the above statements, choose the correct answer from the options given below.","['(a) Statement 1 and statement 2 both are true.', '(b) Statement 1 is true and statement 2 is false.', '(c) Statement 1 and statement 2 both are false.', '(d) Statement 1 is false and statement 2 is true.']",,,,
JEE_Main_2022_27_Jun_Shift_1_8,JEE_Main_2022_27_Jun_Shift_1.pdf,"The velocity of a small ball of mass m and density d₁, when dropped in a container filled with glycerine, becomes constant after some time. If the density of glycerine is d₂, then the viscous force acting on the ball, will be","['(a) mg(1 — d₁/d₂)', '(b) mg(1 — d₂/d₁)', '(c) mg(d₂/d₁ — 1)', '(d) mg(d₁/d₂ — 1)']",,,,
JEE_Main_2022_27_Jun_Shift_1_9,JEE_Main_2022_27_Jun_Shift_1.pdf,"A mixture of hydrogen and oxygen has volume 2000 cm³, temperature 300 K, pressure 100kPa and mass 0.76 g. The ratio of number of moles of hydrogen to number of moles of oxygen in the mixture will be [Take gas constant R = 8.3 J K⁻¹ mol⁻¹]","['(a) 1/3', '(b) 2/1', '(c) 1/16', '(d) 16/1']",,,,
JEE_Main_2022_27_Jun_Shift_1_10,JEE_Main_2022_27_Jun_Shift_1.pdf,The displacement of simple harmonic oscillator after 3 seconds starting from its mean position is equal to half of its amplitude. The time period of harmonic motion is,"['(a) 12s', '(b) 8s', '(c) 36s', '(d) 6s']",,,,
